QueryID,DocID,Score
Q47,CACM-3132,"experiments with some **algorithms** that find central solutions for pattern classification **in** two-class pattern recognition, it is a standard technique to have an **algorithm** finding hyperplanes which separates **the** two classes **in** a linearly separable training set."
Q47,CACM-2362,"**linear** equation solver [f4] (algorithm a423) cacm april, 1972 moler, c. b. matrix algorithms, **linear** equations, fortran, paged memory, virtual memory, array processing 4.22 4.32 5.14 ca720411 jb january 31, 1978 12:34 pm 2362 4 2362 3152 4 2362 2362 5 2362 2362 5 2362 2362 5 2362 2365 5 2362 987 6 2362 1754 6 2362 1924 6 2362 2362 6 2362"
Q47,CACM-0371,"remarks on **algorithms** 2 **and** 3, **algorithm** 15 **and** **algorithms** 25 **and** 26 cacm march, 1961 wilkinson, j. h. ca610311 jb march 17, 1978 12:35 am 371 5 371 371 5 371 371 5 371"
Q47,CACM-2766,copying cyclic list **structures** **in** **linear** time using bounded workspace a bounded workspace copying **algorithm** for arbitrary list **structures** is given.
Q47,CACM-2417,"four combinatorial **algorithms** [g6] (algorithm a466) cacm november, 1973 ehrlich, g. permutations **and** combinations 5.39 ca731109 jb january 20, 1978 9:59 am 2044 4 2417 2189 4 2417 2417 4 2417 2505 4 2417 2874 4 2417 2908 4 2417 2417 5 2417 2417 5 2417 2417 5 2417 2834 5 2417 2884 5 2417 521 5 2417 3115 5 2417 907 6 2417 969 6 2417 2045 6 2417 2045 6 2417 2417 6 2417 2417 6 2417 2417 6 2417 2466 6 2417 2466 6 2417 2884 6 2417 579 6 2417 785 6 2417"
Q47,CACM-1619,error-free **methods** for statistical computations neely has discussed computational error generated by some **algorithms** used to compute various statistics.
Q47,CACM-1796,"index by subject to algorithms, 1969 cacm december, 1969 **this** 1969 index is **the** first supplement to **the** index by subject to algorithms, 1960 1968 (comm."
Q47,CACM-2904,an **algorithm** for reduction **of** operator strength a simple **algorithm** which uses an indexed temporary table to perform reduction **of** operator strength **in** strongly connected regions is presented.
Q47,CACM-2007,"**algorithms** policy/revised august 1970 cacm august, 1970 ca700814 jb february 10, 1978 3:12 pm 2007 5 2007 2007 5 2007 2007 5 2007"
Q47,CACM-2903,"improving programs by **the** introduction **of** recursion a new technique **of** program transformation, called ""recursion **in** troduction,"" is described **and** applied to two **algorithms** which solve pattern matching problems."
Q47,CACM-1952,"index by subject to algorithms, 1970 cacm december, 1970 ca701211 jb february 9, 1978 2:50 pm 1952 5 1952 1952 5 1952 1952 5 1952"
Q47,CACM-1660,"index by subject to algorithms, 1960-1968 cacm december, 1968 ca681206 jb february 21, 1978 1:39 pm 1660 5 1660 1660 5 1660 1660 5 1660"
Q47,CACM-1342,"transportation problem (algorithms 293 [h]) cacm december, 1966 bayer, g. ca661207a jb march 2, 1978 2:30 pm 1342 5 1342 1342 5 1342 1342 5 1342"
Q47,CACM-2902,dynamic memory allocation **in** **computer** simulation **this** paper investigates **the** performance **of** 35 dynamic memory allocation **algorithms** when used to service simulation programs as represented by 18 test cases.
Q47,CACM-2324,management science: a view from nonlinear **programming** a brief history **of** integer **and** continuous nonlinear **programming** is presented as well as **the** current obstacles to practical **use** **of** these mathematical **programming** techniques.
Q47,CACM-2767,a comparison **of** simulation event list **algorithms** four **algorithms** are considered which can be used to schedule events **in** a general purpose discrete simulation system.
Q47,CACM-0270,"techniques for storage allocation **algorithms** cacm october, 1961 kelley jr., j. e. ca611011 jb march 16, 1978 12:50 pm 270 5 270 270 5 270 270 5 270 678 5 270 270 6 270"
Q47,CACM-2273,conversion **of** decision tables by rule mask method without rule mask two **algorithms** for **generating** **computer** programs from decision tables are described.
Q47,CACM-3037,a **linear** sieve **algorithm** for finding prime numbers a new **algorithm** is presented for finding all primes between 2 **and** n. **the** **algorithm** executes **in** time proportional to n (assuming that multiplication **of** integers not larger than n can be performed **in** unit time).
Q47,CACM-2226,"further evidence for **the** analysis **of** **algorithms** for **the** zero-one **programming** problem **the** purpose **of** **this** note is to report computational experience additional to that recently summarized by gue et al, with two **algorithms** for **the** zero-one **linear** **programming** problem."
Q47,CACM-2830,"a practitioner's guide to addressing **algorithms** (corrigendum) cacm september, 1976 severance, d. g. duhne, r. a. ca760909 jb january 4, 1978 8:43 am 2830 5 2830 2830 5 2830 2830 5 2830"
Q47,CACM-1953,"exponential integral ei(x) (algorithms 385 $s13)) cacm december, 1970 redish, k. a. ansi fortran standard 4.0 4.22 ca701210 jb february 9, 1978 3:04 pm 1953 5 1953 1953 5 1953 1953 5 1953"
Q47,CACM-3032,reverse path forwarding **of** broadcast packets a broadcast packet is for delivery to all nodes **of** a network.
Q47,CACM-2505,"reflection-free permutations, rosary permutations, **and** adjacent transposition **algorithms** cacm may, 1973 roy, m. k. permutation, permutation generation, scheduling, combinatorial analysis 5.39 ca730515 jb january 23, 1978 4:29 pm 2044 4 2505 2189 4 2505 2292 4 2505 2417 4 2505 2505 4 2505 2505 4 2505 2505 4 2505 2874 4 2505 2908 4 2505 2189 5 2505 2292 5 2505 2505 5 2505 2505 5 2505 2505 5 2505 2908 5 2505 521 5 2505 2505 6 2505 2884 6 2505 521 6 2505"
Q47,CACM-1873,accelerating lp **algorithms** it is shown how a novel method for computing (related) inner products can accelerate **the** pricing phase **of** lp algorithms.
Q47,CACM-1658,analysis **of** **algorithms** for **the** zero-one **programming** problem **this** paper is concerned with a review **and** examination **of** several existing **algorithms** for **the** zero-one **programming** problem.
Q47,CACM-2884,permutation enumeration: four new permutation **algorithms** classical permutation enumeration **algorithms** encounter special cases requiring additional computation every nth permutation when **generating** **the** n!
Q47,CACM-2263,**the** conversion **of** limited-entry decision tables to optimal **and** near-optimal flowcharts: two new **algorithms** two new **algorithms** for deriving optimal **and** near-optimal flowcharts from limited entry decision tables are presented.
Q47,CACM-2863,vmin-an optimal variable-space page replacement **algorithm** a criterion for comparing variable space page replacement **algorithms** is presented.
Q47,CACM-2142,reconstruction **of** pictures from their projections there are situations **in** **the** natural sciences **and** medicine (e.g.
Q47,CACM-2973,sorting on a mesh-connected parallel **computer** two **algorithms** are presented for sorting n^2 elements on an n x n mesh-connected processor array that require o(n) routing **and** comparison steps.
Q47,CACM-2936,an efficient **data** structure for **the** simulation event set recently **algorithms** have been presented for **the** realization **of** event scheduling routines suitable for general purpose discrete event simulation systems.
Q47,CACM-3163,an optimal insertion **algorithm** for one-sided height-balanced binary search trees an **algorithm** for inserting an element into a one-sided height-balanced (oshb) binary search tree is presented.
Q47,CACM-2674,"scan conversion **algorithms** for a cell organized raster display raster scan **computer** graphics with ""real time"" character generators have previously been limited to alphanumeric characters."
Q47,CACM-2997,"**the** presented **algorithms** **use** **the** ""divide **and** conquer"" technique **and** recursively apply a merge procedure for two nonin tersecting convex hulls."
Q47,CACM-3124,recursive **data** **structures** **in** apl a mathematical study **of** three approaches for defining nested arrays **in** apl is presented.
Q47,CACM-2146,optimizing **the** polyphase sort various dispersion **algorithms** for **the** polyphase sorting procedure are examinedhe optimum **algorithm** based on minimizing **the** total number **of** unit strings read is displayed.
Q47,CACM-2953,notes on recursion elimination various **methods** **of** recursion elimination are applied to **the** schematic recursive procedure: proc s(x); px then n(x); s(fx); s(gx); m(x) fi.
Q47,CACM-2094,"on an **algorithm** for nonlinear minimax approximation certain nonlinear minimax approximation problems are characterize d by properties which permit **the** application **of** special algorithms, mainly based on **the** exchange **algorithms** **of** remes (1934, 1935), for their solution."
Q47,CACM-1066,it no longer is adequate merely to reduce a mathematical **algorithm** (i.e.
Q47,CACM-0409,"cl-1, an environment for a compiler a flexible, large-scale **programming** system to facilitate **the** solution **of** information processing problems **and** to provide intercommunication between programs and/or programmers has been developed **and** realized on **the** ibm 709/7090 computer."
Q47,CACM-2832,faster retrieval from context trees (corrigendum) context trees provide a convenient way **of** storing **data** which is to be viewed as a hierarchy **of** contexts.
Q47,CACM-2646,a model for masking rotational latency by dynamic disk allocation **this** paper presents **the** background **and** **algorithms** for masking **the** rotational latency **of** a disk or drum.
Q47,CACM-1551,on compiling **algorithms** for arithmetic expressions **this** paper deals with **algorithms** concerning arithmetic expressions used **in** a fortran iv compiler for a hitac-5020 **computer** having n accumulators.
Q47,CACM-2283,"thinning **algorithms** on rectangular, hexagonal, **and** triangular arrays **in** **this** report three thinning **algorithms** are developed: one each for **use** with rectangular, hexagonal, **and** triangular arrays."
Q47,CACM-2855,"an efficient list-moving **algorithm** using constant workspace an efficient **algorithm** is presented for moving arbitrary list structures, using no storage (apart from program variables) other than that required to hold **the** original list **and** **the** copy."
Q47,CACM-2276,**computer** **methods** for sampling from **the** exponential **and** normal distributions various **methods** are known for transforming uniformly distributed random numbers into exponentially **and** normally distributed quantities.
Q47,CACM-2665,copying list **structures** using bounded workspace two new **algorithms** are presented for list structure copying using bounded workspace.
Q47,CACM-2932,"**complexity** **of** computations **the** framework for research **in** **the** theory **of** **complexity** **of** computations is described, emphasizing **the** **in** terrelation between seemingly diverse problems **and** methods."
Q47,CACM-2454,computational **algorithms** for closed queueing networks with exponential servers **methods** are presented for computing **the** equilibrium distribution **of** customers **in** closed queueing networks with exponential servers.
Q47,CACM-2828,"hierarchical geometric models for visible surface **algorithms** **the** geometric structure inherent **in** **the** definition **of** **the** shapes **of** three-dimensional objects **and** environments is used not just to define their relative motion **and** placement, but also to assist **in** solving many other problems **of** systems for producing pictures by computer."
Q47,CACM-2110,an efficient context-free parsing **algorithm** a parsing **algorithm** which seems to be **the** most efficient general context-free **algorithm** known is described.
Q47,CACM-3166,computing standard deviations: accuracy four **algorithms** for **the** **numerical** computation **of** **the** standard deviation **of** (unweighted) sampled **data** are analyzed.
Q47,CACM-2337,a sorting problem **and** its **complexity** a technique for proving min-max norms **of** sorting **algorithms** is given.
Q47,CACM-1392,experience with formac **algorithm** design various facets **of** **the** design **and** implementation **of** mathematical expression manipulation **algorithms** are discussed.
Q47,CACM-2675,"a **computer** routine for quadratic **and** **linear** **programming** problems (algorithm r431) cacm march, 1974 ravindran, a. ca740308 jb january 18, 1978 11:10 am 2675 5 2675 2675 5 2675 2675 5 2675"
Q47,CACM-2589,"a **computer** routine for quadratic **and** **linear** **programming** problems (algorithm r431) cacm october, 1974 proll, l. g. ca741009 jb january 16, 1978 11:10 am 2589 4 2589 1353 5 2589 2589 5 2589 2589 5 2589 2589 5 2589"
Q47,CACM-0047,"**russian** visit to u. computers cacm november, 1959 zaitzeff, e. m. astrahan, m. m. ca591101 jb march 22, 1978 3:59 pm 47 5 47 47 5 47 47 5 47"
Q47,CACM-2314,requirements for advanced **programming** systems for list processing list processing systems should be designed to facilitate production **of** large programs to manipulate large complex symbolic **data** stores.
Q47,CACM-2986,"operations on sparse relations various computations on relations, boolean matrices, or directed graphs, **such** as **the** computation **of** precedence relations for a context-free grammar, can be done by a practical **algorithm** that is asymptotically faster than those **in** common use."
Q47,CACM-2950,a unifying approach to scheduling **this** paper presents a scheme for classifying scheduling **algorithms** based on an abstract model **of** a scheduling system which formalizes **the** notion **of** priority.
Q47,CACM-2906,a very high level **programming** language for **data** processing applications application develop
Q47,CACM-1433,"a note on **linear** **programming** **algorithm** design: a combinatorial problem as **linear** **programming** models grow bigger **and** bigger **in** size, much actual **data** that must be memorized is often put on magnetic tape or disk, **and** consequently there is an improportionality fast rise **in** **the** consumption **of** **computer** timeo cut down **this** expense, an ever increasing effort is made to design more efficient algorithms."
Q47,CACM-2627,"scheduling independent tasks to reduce mean finishing time sequencing to minimize mean finishing time (or mean time **in** system) is not only desirable to **the** user, but it also tends to minimize at each point **in** time **the** storage required to hold incomplete tasks."
Q47,CACM-1863,"minit **algorithm** for **linear** **programming** (algorithm 333 [h]) cacm july, 1969 messham, d. k. **linear** programming, dual simplex method, primal problem, dual problem 5.41 ca690717 jb february 15, 1978 6:23 pm 1863 5 1863 1863 5 1863 1863 5 1863"
Q47,CACM-2704,"exception handling: **issues** **and** a proposed notation **this** paper defines exception conditions, discusses **the** requirements exception handling language features must satisfy, **and** proposes some new language features for dealing with exceptions **in** an orderly **and** reliable way."
Q47,CACM-2223,"minit **algorithm** for **linear** **programming** (algorithm 222 [h]) cacm january, 1971 kolm, a. dahlstrand, t. **linear** programming, dual simplex method, primal problem, dual problem 5.41 ca710111 jb february 8, 1978 10:22 am 2223 5 2223 2223 5 2223 2223 5 2223"
Q47,CACM-1729,"minit **algorithm** for **linear** **programming** (algorithm 333 [h]) cacm june, 1968 salazar, r. c. sen, s. **linear** programming, dual simplex method, primal problem, dual problem 5.41 ca680616 jb february 22, 19783:15 pm 1729 5 1729 1729 5 1729 1729 5 1729 2784 5 1729 1729 6 1729 309 6 1729 2783 6 1729"
Q47,CACM-1122,"a note on some compiling **algorithms** two compiling generators for arithmetic expressions are discussed: one presently **in** **use** **in** an experimental compiler, **and** an improvement suggested by k. speierman **of** burroughs."
Q47,CACM-2433,"control **structures** **in** illiac iv fortran as part **of** an effort to design **and** implement a fortran compiler on **the** illiac iv, an extended fortran, called ivtran, has been developed."
Q47,CACM-2877,a program **data** flow analysis procedure **the** global **data** relationships **in** a program can be exposed **and** codified by **the** static analysis **methods** described **in** **this** paper.
Q47,CACM-2576,"a simple technique for representing strings **in** fortran iv cacm november, 1974 hanson, d. r. string processing, fortran iv, string representation,structured programming, **data** **structures** 3.70 4.0 4.19 4.9 ca741108 jb january 16, 1978 10:12 am 2576 5 2576 2576 5 2576 2576 5 2576"
Q47,CACM-0857,"sorting nonredundant files-techniques used **in** **the** fact compiler some typical file structures, including some called ""non-redundant,"" are examined,and **the** **methods** used **in** fact to sort **such** files are discussed."
Q47,CACM-2389,preliminary report on a system for general space planning a **computer** language **and** a set **of** programs within that language are described which allow **the** formulating **and** solving **of** a class **of** space planning problems.
Q47,CACM-2426,"**algorithms** scale1, scale2, **and** scale3 for determination **of** scales on **computer** generated plots [j6] (algorithm a463) cacm october, 1973 lewart, c. r. plotting, scaling for plotting 4.41 ca731014 jb january 20, 1978 11:01 am 2426 5 2426 2426 5 2426 2426 5 2426"
Q47,CACM-3018,covering edges by cliques with regard to keyword conflicts **and** intersection graphs kellerman has presented a method for determining keyword conflicts **and** described a heuristic **algorithm** which solves a certain combinatorial **optimization** problem **in** connection with **this** method.
Q47,CACM-2975,"remark on uniform insertion **in** structured **data** **structures** cacm april, 1977 hollander, c. **data** structures, directed graphs, uniform insertion 4.34 ca770407 jb december 29, 1977 5:04 am 2975 4 2975 2594 5 2975 2975 5 2975 2975 5 2975 2975 5 2975"
Q47,CACM-2158,"a stopping criterion for **the** newton-raphson method **in** implicit multistep integration **algorithms** for nonlinear systems **of** ordinary differential equations cacm september, 1971 liniger, w. ordinary differential equations, **linear** multistep formulas, newton-raphson method, stopping criterion 5.11 5.15 5.17 ca710906 jb february 2, 1978 2:13 pm 2158 5 2158 2158 5 2158 2158 5 2158"
Q47,CACM-1153,a fast procedure for **generating** normal random variables* a technique for **generating** normally distributed random numbers is described.
Q47,CACM-3006,anomalies with variable partition paging **algorithms** five types **of** anomalous behavior which may occur **in** paged virtual memory operating systems a redefined.
Q47,CACM-1073,a fast procedure for **generating** exponential random variables a very fast method for **generating** exponential random variables **in** a digital **computer** is outlined.
Q47,CACM-2509,"minit **algorithm** for **linear** **programming** (algorithm r333) cacm may, 1973 obradovic, d. ca730511 jb january 23, 1978 4:37 pm 2509 5 2509 2509 5 2509 2509 5 2509"
Q47,CACM-1957,**the** list set generator: a construct for evaluating set expressions **the** list set generator is defined **and** **algorithms** for its **use** are given.
Q47,CACM-2435,"a class **of** dynamic memory allocation **algorithms** anew dynamic memory allocation algorithm, **the** fibonacci system, is introduced."
Q47,CACM-2819,"experiments **in** text file compression a system for **the** compression **of** **data** files, viewed as strings **of** characters, is presented."
Q47,CACM-2510,"minit **algorithm** for **linear** **programming** (algorithm r333) cacm may, 1973 holmgren, b. obradovic, d. kolm, a. ca730510 jb january 23, 1978 4:38 pm 2510 5 2510 2510 5 2510 2510 5 2510"
Q47,CACM-2431,"discrete **linear** l1 approximation by interval **linear** **programming** [e2] (algorithm a458) cacm october, 1973 robers, p. d. robers, s. s. discrete approximation, l1 approximation 5.13 5.41 ca731009 jb january 20, 1978 11:13 am 2431 5 2431 2431 5 2431 2431 5 2431"
Q47,CACM-2879,"**computer** **science** as empirical inquiry: symbols **and** search cacm march, 1976 newell, a. simon, h. a. symbols, search, science, **computer** science, empirical, turing, artificial intelligence, intelligence, list processing, cognition, heuristics, problem solving 1.0 2.1 3.3 3.6 5.7 ca760301 jb january 5, 1978 8:39 am 1024 4 2879 1051 4 2879 1102 4 2879 1132 4 2879 1390 4 2879 1486 4 2879 1549 4 2879 1706 4 2879 1826 4 2879 1878 4 2879 378 4 2879 2060 4 2879 2155 4 2879 2168 4 2879 2719 4 2879 2723 4 2879 2838 4 2879 2842 4 2879 2855 4 2879 2879 4 2879 3077 4 2879 3080 4 2879 3106 4 2879 627 4 2879 106 4 2879 210 5 2879 2879 5 2879 2879 5 2879 2879 5 2879"
Q47,CACM-2081,some complete calculi for matrices a matrix calculus is introduced with **the** intention **of** developing **data** **structures** suitable for a high level algorithmic language for mathematical programming.
Q47,CACM-1171,under these conditions **the** primal-dual method shows a statistically significant superiority on randomly generated problems.
Q47,CACM-1914,"matrix scaling by integer **programming** (algorithm 348 [f1]) cacm april, 1969 klimpel, r. r. integer programming, **linear** algebra, mathematical programming, matrix condition, matrix scaling 5.14 5.41 ca690403 jb february 17, 1978 4:38 pm 1914 5 1914 1914 5 1914 1914 5 1914"
Q47,CACM-2679,"some performance tests **of** ""quicksort"" **and** descendants detailed performance evaluations are presented for six acm algorithms: quicksort (no."
Q47,CACM-1601,parallel **numerical** **methods** for **the** solution **of** equations classical iterative procedures for **the** **numerical** solution **of** equations provide at each stage a single new approximation to **the** root **in** question.
Q47,CACM-1759,"transportation problem (algorithm 293 [h]) cacm april, 1968 bayer, g. transportation problem, **linear** **programming** 5.41 ca680411 jb february 23, 1978 10:20 am 1759 5 1759 1759 5 1759 1759 5 1759"
Q47,CACM-3075,fast parallel sorting **algorithms** a parallel bucket-sort **algorithm** is presented that requires time o(log n) **and** **the** **use** **of** n processors.
Q47,CACM-3130,curriculum '78 - recommendations for **the** undergraduate program **in** **computer** **science** contained **in** **this** report are **the** recommendations for **the** undergraduate degree program **in** **computer** **science** **of** **the** curriculum committee on **computer** **science** (c3s) **of** **the** association for computing machinery (acm).
Q47,CACM-2056,"gomory (algorithm 263a $h)) cacm may, 1970 proll, l. g. **linear** programming, integer variables, dual method 5.41 ca700510 jb february 13, 1978 1:17 pm 2056 5 2056 2056 5 2056 2056 5 2056"
Q47,CACM-2484,a general method for constructing **such** a tree or a graph is provided.
Q47,CACM-0149,"a decision rule for improved efficiency **in** solving **linear** **programming** problems with **the** simplex **algorithm** cacm september, 1960 dickson, j. c. frederick, f. p. ca600908 jb march 20, 1978 8:43 pm 149 5 149 149 5 149 149 5 149"
Q48,CACM-3134,"**the** use **of** normal multiplication tables for **information** storage and **retrieval** this paper describes a method for **the** organization and **retrieval** **of** attribute **based** **information** systems, using **the** normal multiplication table as a directory for **the** **information** system."
Q48,CACM-2345,"curriculum recommendations for graduate professional programs **in** **information** **systems** **the** need for education related to **information** **systems** **in** organizations is discussed, and a curriculum is proposed for graduate professional programs **in** universities, at **the** master's level."
Q48,CACM-1514,on **the** expected gain from adjust ing matched term **retrieval** **systems** a file adjustment procedure **based** on maximizing **the** bayes expected gain proposed for matched term **retrieval** systems.
Q48,CACM-2882,a stochastic evaluation model for database organization **in** data **retrieval** **systems** experimental work **in** **the** valuation **of** large scale data **retrieval** **systems** has been scarce due to its difficulty and prohibitive cost.
Q48,CACM-0651,"a survey **of** languages and **systems** for **information** **retrieval** cacm january, 1962 grems, m. ca620108 jb march 20, 1978 4:36 pm 651 5 651 651 5 651 651 5 651"
Q48,CACM-1959,"an interrupt **based** organization for management **information** **systems** a programming structure, language constructs, and a supervisory system organization are proposed for **the** design and coding **of** large shared data base systems."
Q48,CACM-2407,"curriculum recommendations for undergraduate programs **in** **information** **systems** **the** need for education related to **information** **systems** **in** organizations is discussed, and a curriculum is proposed for an undergraduate program."
Q48,CACM-1699,**the** basic assumption **of** **the** research is that an **information** **retrieval** system that provides for man-machine dialogue at a remote inquiry terminal should provide a searcher with many **of** **the** tools which would be available to him were he actually performing his search at a library or repository **of** documents.
Q48,CACM-3012,**the** use **of** an interactive **information** storage and **retrieval** system **in** medical research this paper presents **the** results **of** a study **of** **the** use **of** an interactive computerized storage and **retrieval** system.
Q48,CACM-2990,much **of** **the** published evaluation work is **based** on measuring **the** **retrieval** performance **of** an average user query.
Q48,CACM-0239,"inefficiency **of** **the** use **of** boolean functions for **information** **retrieval** **systems** cacm december, 1961 verhoeff, j. goffman, w. belzer, j. ca611211 jb march 15, 1978 10:10 pm 239 5 239 239 5 239 239 5 239"
Q48,CACM-2479,curriculum recommendations for graduate professional programs **in** **information** systems: recommended addendum on **information** **systems** administration an addendum to **the** report **of** **the** acm curriculum committee on computer education for management is proposed.
Q48,CACM-2583,"guidelines for humanizing computerized **information** systems: a report from stanley house cacm november, 1974 sterling, t. d. humanization, social implication, management, **information** systems, regulations, social and behavioral sciences, philosophy 1.5 2 3.3 3.4 3.5 ca741101 jb january 16, 1978 10:53 am 2583 5 2583 2583 5 2583 2583 5 2583 3142 5 2583 2583 6 2583 3076 6 2583"
Q48,CACM-2163,"education related to **the** use **of** computers **in** organizations **the** acm curriculum committee on computer education for management has been carrying out a study on ""curriculum develop"
Q48,CACM-1032,"theoretical considerations **in** **information** **retrieval** **systems** **information** storage and **retrieval** **systems** are composed **of** three major components: (a) identification **of** **information** and tagging it for effective retrieval, (b) searching strategy, how to enter **the** file to circumvent **the** scanning **of** nonrelevant material, and (c) file organization to make access to **information** efficient."
Q48,CACM-2852,**the** technology **of** computer center management: a proposed course for graduate professional programs **in** computer science or **in** **information** **systems** mcfarlan and nolan have made a strong case for adding a course on **information** **systems** administration to **the** 13 courses proposed by **the** acm curriculum committee on computer education for management for graduate professional programs **in** **information** systems.
Q48,CACM-2311,a generational perspective **of** **information** system develop
Q48,CACM-2577,"an on-site data management system application **in** field archaeology cacm november, 1974 brown, j. a. werner, b. apl-plus, archaeology, koster prehistoric site data management, **retrieval** **systems** 3.36 3.70 3.73 3.89 ca741107 jb january 16, 1978 10:15 am 2577 5 2577 2577 5 2577 2577 5 2577"
Q48,CACM-1541,a language for modeling and simulating dynamic **systems** **the** general objective **of** this language is to facilitate both **the** modeling and experimental aspects **of** simulation studies.
Q48,CACM-0652,"use **of** semantic structure **in** **information** **systems** cacm january, 1962 sable, j. d. ca620107 jb march 20, 1978 4:37 pm 1324 5 652 652 5 652 652 5 652 652 5 652 634 6 652 652 6 652 653 6 652"
Q48,CACM-1457,"data manipulation and programming problems **in** automatic **information** **retrieval** automatic **information** **retrieval** programs require **the** manipulation **of** a variety **of** different data structures, including linear text, sparse matrices, and tree or list structures."
Q48,CACM-2372,on **the** implementation **of** security measures **in** **information** **systems** **the** security **of** an **information** system may be represented by a model matrix whose elements are decision rules and whose row and column indices are users and data items respectively.
Q48,CACM-0987,"fortran vs. basic fortran (a programming language for **information** processing on automatic data processing systems) cacm october, 1964 ca641015 jb march 9, 1978 4:36 pm 987 5 987 987 5 987 987 5 987 1613 5 987 1646 5 987 1900 5 987 1955 5 987 2025 5 987 2154 5 987 2365 5 987 2506 5 987 3060 5 987 830 6 987 987 6 987 987 6 987 987 6 987 987 6 987 987 6 987 987 6 987 987 6 987 987 6 987 987 6 987 988 6 987 988 6 987 1072 6 987 1086 6 987 1134 6 987 1179 6 987 1453 6 987 1647 6 987 1754 6 987 1900 6 987 1900 6 987 1924 6 987 2154 6 987 2362 6 987 3184 6 987 680 6 987"
Q48,CACM-1935,randomized binary search technique a mathematical model is developed for **the** mean and variance **of** **the** number **of** trials to recover a given document **in** a randomly received list **of** files.
Q48,CACM-2111,spelling correction **in** **systems** programs several specialized techniques are shown for efficiently incorporating spelling correction algorithms **in** to compilers and operating systems.
Q48,CACM-2127,"natural language question-answering systems: 1969 recent experiments **in** programming natural language question-answering **systems** are reviewed to summarize **the** methods that have been developed for syntactic, semantic, and logical analysis **of** english strings."
Q48,CACM-2888,"**information** reference coding items **in** business **systems** have to be identified by reference codes, which can later be used as data codes and file keys **in** an associated data processing system."
Q48,CACM-2812,computer-aided analysis and design **of** **information** **systems** this paper describes **the** use **of** computer-aided analysis for **the** design and develop
Q48,CACM-3090,"automated welfare client-tracking and service integration: **the** political economy **of** computing **the** impacts **of** an automated client-tracking system on **the** clients, caseworkers, administrators, and operations **of** **the** welfare agencies that use it are reported."
Q48,CACM-2198,"introduction to ""feature analysis **of** generalized data base management systems"" this paper is a separately published introduction to a main report which analyzes **the** features **of** generalized data base management systems."
Q48,CACM-2522,"**the** design, implementation, and evaluation **of** a working set dispatcher **the** behavior **of** a computer system is largely dependent upon **the** algorithms employed to allocate **the** system resources to **the** processes competing for them."
Q48,CACM-0440,record linkage special difficulties are encountered **in** devising reliable **systems** for searching and updating any large files **of** documents that must be identified primarily on **the** basis **of** names and other personal particulars.
Q48,CACM-1747,three criteria for designing computing **systems** to facilitate debugging **the** designer **of** a computing system should adopt explicit criteria for accepting or rejecting proposed system features.
Q48,CACM-2168,list tracing **in** **systems** allowing multiple cell-types list-processing **systems** have each allowed **the** use **of** only a single size and configuration **of** list cell.
Q48,CACM-1233,conventions for **the** use **of** symbols **in** **the** preparation **of** flowcharts for **information** processing **systems** (a standard working paper) this paper is intended as an outline **of** **the** various conventions which are being considered for **the** use **of** flowcharts for **information** processing systems.
Q48,CACM-1808,advanced cryptographic techniques for computers cryptographic techniques which can be used to maintain **the** confidentiality **of** **information** processed by computers are dealt with.
Q48,CACM-2985,effects **of** chargeout on user/manager attitudes **the** relationship **of** **in** ternal pricing **systems** for computer services (chargeout systems) and user management attitudes about their computer-based **information** **systems** is investigated.
Q48,CACM-3011,management utilization **of** computers **in** american local governments traditional concepts **of** management **information** **systems** (mis) bear little relation to **the** **information** **systems** currently **in** use by top management **in** most us local governments.
Q48,CACM-3177,"how to share a secret **in** this paper we show how to divide data d into n pieces **in** such a way that d is easily reconstructable from any k pieces, but even complete **knowledge** **of** k - 1 pieces reveals olutely no **information** about d. this technique enables **the** construction **of** robust key management schemes for cryptographic **systems** that can function securely and reliably even when misfortunes destroy half **the** pieces and security breaches expose all but one **of** **the** remaining pieces."
Q48,CACM-1489,"data, documentation and decision tables **in** business data processing systems, it is necessary to be able to define and document data, files, programs and decision rules **in** a way that adequately represents both (1) their changing **information** content, and (2) their continuous interaction."
Q48,CACM-1267,performance **of** **systems** used for data transmission transfer rate **of** **information** bits -an asa tutorial standard **information** thruput as a characteristic **of** **systems** performance is discussed.
Q48,CACM-2741,"decomposability, instabilities, and saturation **in** multiprogramming **systems** a step-by-step approach to model **the** dynamic behavior and evaluate **the** performance **of** computing **systems** is proposed."
Q48,CACM-2988,memory management and response time this paper presents a computationally tractable methodology for including accurately **the** effects **of** finite memory size and workload memory requirements **in** queueing network models **of** computer systems.
Q48,CACM-2795,sentence paraphrasing from a conceptual base a model **of** natural language **based** on an underlying language-free representation **of** meaning is described.
Q48,CACM-2318,**the** **role** **of** computer system models **in** performance evaluation models constitute a useful means **of** investigating computer system performance.
Q48,CACM-1681,"easy english,a language for **information** **retrieval** through a remote typewriter console easy english is a natural command language designed to simplify communication between man and machine through remote typewriter console."
Q48,CACM-1713,on overcoming high-priority paralysis **in** multiprogramming systems: a case his tory high-priority paralysis is **the** degradation that can occur **in** multiprogramming **systems** when scheduling is **based** primarily on preassigned priorities.
Q48,CACM-3150,"beyond programming languages as computer technology matures, our growing ability to create large **systems** is leading to basic changes **in** **the** nature **of** programming."
Q48,CACM-2151,user program measurement **in** a time-shared environment a general discussion **of** **the** measurement **of** software **systems** is followed by a description **of** a hardware and software scheme for measuring user programs **in** a time-shared environment.
